120.0,-0.2186399288013982
120.04,-0.21861304025866718
120.08,-0.2185465994467409
120.12,-0.21842779136420942
120.16,-0.21819170688873404
120.2,-0.21782992628825149
120.24,-0.2173686528706242
120.28,-0.2169133074611108
120.32,-0.21642588532668025
120.36,-0.21587902432887368
120.4,-0.21536596046227804
120.44,-0.2149344636522828
120.48,-0.21463339183331426
120.52,-0.21448245919737816
120.56,-0.2145457944976508
120.6,-0.21504607779481225
120.64,-0.21579524327375657
120.68,-0.2164519985593919
120.72,-0.21699216206416236
120.76,-0.21743017345602117
120.8,-0.2177083051755132
120.84,-0.2178067988531273
120.88,-0.21770525453657555
120.92,-0.21743097751513002
120.96,-0.21720210732183887
121.0,-0.21697178397202246
121.04,-0.21673129963137297
121.08,-0.21660054572923582
121.12,-0.21669880023109198
121.16,-0.21697132515526266
121.2,-0.2173803428385201
121.24,-0.21793580745765564
121.28,-0.21868191873407397
121.32,-0.21955523025682244
121.36,-0.2205650540434881
121.4,-0.2217287624544171
121.44,-0.22287596769166979
121.48,-0.22370678325507679
121.52,-0.22416456986203287
121.56,-0.22429123606063586
121.6,-0.22420832425879356
121.64,-0.22399193691925234
121.68,-0.22369629112648065
121.72,-0.22326849079584452
121.76,-0.222854963929927
121.8,-0.22271474620213683
121.84,-0.22277821338858167
121.88,-0.22290855152911268
121.92,-0.22321383635911682
121.96,-0.2237500660433812
122.0,-0.2242867838087494
122.04,-0.2246061022126367
122.08,-0.2247762921432708
122.12,-0.2249014201666358
122.16,-0.22507827960019566
122.2,-0.22523959800671656
122.24,-0.2254637407750853
122.28,-0.22587394741892794
122.32,-0.22640967563061018
122.36,-0.22692238660266237
122.4,-0.2273852480524348
122.44,-0.22787618247001917
122.48,-0.2284500785189633
122.52,-0.22919903506905345
122.56,-0.23008568145400327
122.6,-0.2309601688812634
122.64,-0.23179852931474548
122.68,-0.2325949721961119
122.72,-0.23324395176559445
122.76,-0.2336664016672948
122.8,-0.23389012185123667
122.84,-0.23392493470634476
122.88,-0.2338022006652256
122.92,-0.23348998622443473
122.96,-0.2330478392633727
123.0,-0.23264860890399372
123.04,-0.23238257573197144
123.08,-0.23210807479567308
123.12,-0.23176445268243043
123.16,-0.23157537894225194
123.2,-0.23151329108657304
123.24,-0.23152192093577878
123.28,-0.23161997526346711
123.32,-0.23170361212558083
123.36,-0.23171660979434536
123.4,-0.2315400060716284
123.44,-0.23113244846288963
123.48,-0.2306719852183157
123.52,-0.2302847208338288
123.56,-0.22997249552736315
123.6,-0.22975603968642092
123.64,-0.22965825376710985
123.68,-0.22965482494074108
123.72,-0.2296849778749135
123.76,-0.22973130251682608
123.8,-0.22968191564585463
123.84,-0.2295009979805627
123.88,-0.22925229507073044
123.92,-0.2289139040623574
123.96,-0.2284958576310812
124.0,-0.2280500407456491
124.04,-0.22770769713745415
124.08,-0.22754230001952505
124.12,-0.22733673446098243
124.16,-0.2270829863030396
124.2,-0.22694864182831895
124.24,-0.22687262359334684
124.28,-0.22680995696656972
124.32,-0.22675836680337838
124.36,-0.22676489668107436
124.4,-0.22682608535282775
124.44,-0.2269434835987124
124.48,-0.22723734383501926
124.52,-0.2275840167054571
124.56,-0.22777072711075833
